state,district,village,scheme,allocated_fund,used_fund,year,work_type
Uttar Pradesh,Bulandshahr,Behrampur,Jal Jeevan Mission,2959826,2478908,2022-2023,Road Construction
Uttar Pradesh,Hapur,Kavi Nagar,MGNREGA,2538434,312188,2022-2023,Livelihood
Uttar Pradesh,Noida,Sikandrabad,Swachh Bharat,2554373,2171704,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Bhojpur,MGNREGA,3924890,2223067,2024-2025,Road Construction
Uttar Pradesh,Bulandshahr,Loni Dehat,NRLM,2358949,903803,2024-2025,Livelihood
Uttar Pradesh,Hapur,Khoda,MGNREGA,3693141,2111987,2022-2023,Road Construction
Uttar Pradesh,Meerut,Loni Dehat,MGNREGA,3776724,3270979,2024-2025,Housing
Uttar Pradesh,Hapur,Muradnagar Village,MGNREGA,688073,445636,2023-2024,Road Construction
Uttar Pradesh,Hapur,Khoda,PMAY-G,3100070,356813,2022-2023,Water Supply
Uttar Pradesh,Meerut,Sikandrabad,NRLM,2254151,1631149,2022-2023,Water Supply
Uttar Pradesh,Noida,Bhojpur,NRLM,3410255,1568649,2023-2024,Livelihood
Uttar Pradesh,Meerut,Dhaulana,MGNREGA,4028743,482010,2023-2024,Water Supply
Uttar Pradesh,Ghaziabad,Dasna,NRLM,4052983,3285033,2023-2024,Livelihood
Uttar Pradesh,Bulandshahr,Modinagar Rural,MGNREGA,4999932,4595275,2024-2025,Water Supply
Uttar Pradesh,Meerut,Loni Dehat,PMAY-G,1827878,1345759,2023-2024,Water Supply
Uttar Pradesh,Hapur,Bhojpur,Swachh Bharat,1718006,659631,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Dadri,NRLM,1463853,961984,2024-2025,Housing
Uttar Pradesh,Noida,Sikandrabad,NRLM,4860390,4801974,2022-2023,Livelihood
Uttar Pradesh,Hapur,Dhaulana,Jal Jeevan Mission,2506891,657224,2024-2025,Livelihood
Uttar Pradesh,Bulandshahr,Khoda,Swachh Bharat,4540075,3285823,2024-2025,Sanitation
Uttar Pradesh,Hapur,Pilkhuwa,MGNREGA,3172792,2465436,2023-2024,Water Supply
Uttar Pradesh,Meerut,Khoda,NRLM,3652551,2416320,2023-2024,Sanitation
Uttar Pradesh,Bulandshahr,Noorpur,Swachh Bharat,3241518,3100519,2024-2025,Road Construction
Uttar Pradesh,Bulandshahr,Modinagar Rural,PMAY-G,1120819,259206,2022-2023,Housing
Uttar Pradesh,Meerut,Kavi Nagar,NRLM,3119096,1734876,2022-2023,Water Supply
Uttar Pradesh,Ghaziabad,Dhaulana,MGNREGA,3494503,857135,2024-2025,Water Supply
Uttar Pradesh,Hapur,Chhapraula,PMAY-G,1410791,484082,2022-2023,Water Supply
Uttar Pradesh,Meerut,Sikandrabad,MGNREGA,1455449,960971,2023-2024,Road Construction
Uttar Pradesh,Noida,Loni Dehat,Jal Jeevan Mission,4531571,2264183,2023-2024,Road Construction
Uttar Pradesh,Ghaziabad,Dasna,Jal Jeevan Mission,530948,432717,2022-2023,Water Supply
Uttar Pradesh,Noida,Garhmukteshwar,NRLM,4302418,3169739,2023-2024,Livelihood
Uttar Pradesh,Noida,Modinagar Rural,NRLM,794941,567072,2023-2024,Housing
Uttar Pradesh,Hapur,Sikandrabad,MGNREGA,4826033,3736409,2024-2025,Water Supply
Uttar Pradesh,Meerut,Pilkhuwa,PMAY-G,3570854,2830031,2022-2023,Road Construction
Uttar Pradesh,Hapur,Modinagar Rural,NRLM,2277256,2241205,2024-2025,Housing
Uttar Pradesh,Bulandshahr,Pilkhuwa,MGNREGA,3180093,1493032,2023-2024,Road Construction
Uttar Pradesh,Noida,Pilkhuwa,Swachh Bharat,3081769,508772,2024-2025,Livelihood
Uttar Pradesh,Meerut,Garhmukteshwar,Jal Jeevan Mission,3085656,2529099,2024-2025,Water Supply
Uttar Pradesh,Meerut,Garhmukteshwar,PMAY-G,667655,469643,2022-2023,Sanitation
Uttar Pradesh,Ghaziabad,Noorpur,Swachh Bharat,2586321,221793,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Noorpur,Jal Jeevan Mission,1984054,1883935,2024-2025,Road Construction
Uttar Pradesh,Ghaziabad,Noorpur,MGNREGA,2433861,1147644,2022-2023,Livelihood
Uttar Pradesh,Noida,Kavi Nagar,NRLM,1648969,794491,2022-2023,Livelihood
Uttar Pradesh,Noida,Bhojpur,PMAY-G,3201900,2711034,2022-2023,Water Supply
Uttar Pradesh,Ghaziabad,Dhaulana,PMAY-G,4779949,1009095,2024-2025,Sanitation
Uttar Pradesh,Hapur,Dhaulana,MGNREGA,1153835,449724,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Pilkhuwa,MGNREGA,2406635,243800,2022-2023,Water Supply
Uttar Pradesh,Noida,Kavi Nagar,Jal Jeevan Mission,2519111,2289993,2024-2025,Sanitation
Uttar Pradesh,Meerut,Behrampur,Jal Jeevan Mission,1888693,1162021,2024-2025,Sanitation
Uttar Pradesh,Noida,Dadri,PMAY-G,3415519,2447603,2022-2023,Housing
Uttar Pradesh,Meerut,Dasna,Jal Jeevan Mission,1188348,629337,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Loni Dehat,Swachh Bharat,4588261,1219262,2022-2023,Road Construction
Uttar Pradesh,Ghaziabad,Khoda,Jal Jeevan Mission,953409,929528,2024-2025,Livelihood
Uttar Pradesh,Hapur,Muradnagar Village,MGNREGA,4255345,344688,2022-2023,Housing
Uttar Pradesh,Hapur,Dadri,MGNREGA,1396680,349958,2023-2024,Housing
Uttar Pradesh,Bulandshahr,Dadri,PMAY-G,3495309,2413371,2023-2024,Livelihood
Uttar Pradesh,Noida,Garhmukteshwar,NRLM,3028192,2707353,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Chhapraula,PMAY-G,608811,603859,2023-2024,Water Supply
Uttar Pradesh,Hapur,Garhmukteshwar,Swachh Bharat,3521331,1143018,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Khoda,MGNREGA,2924571,222203,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Loni Dehat,PMAY-G,2482352,365121,2023-2024,Housing
Uttar Pradesh,Ghaziabad,Behrampur,MGNREGA,684181,525130,2024-2025,Housing
Uttar Pradesh,Meerut,Kavi Nagar,MGNREGA,3481155,672762,2023-2024,Water Supply
Uttar Pradesh,Ghaziabad,Bhojpur,MGNREGA,4932357,2850539,2024-2025,Sanitation
Uttar Pradesh,Hapur,Bhojpur,NRLM,2388843,1894836,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Modinagar Rural,MGNREGA,4324801,2925013,2024-2025,Water Supply
Uttar Pradesh,Hapur,Kavi Nagar,Swachh Bharat,4593865,2731534,2024-2025,Water Supply
Uttar Pradesh,Ghaziabad,Dadri,Jal Jeevan Mission,2338129,2081370,2023-2024,Sanitation
Uttar Pradesh,Hapur,Modinagar Rural,NRLM,3521216,1185715,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Dasna,Swachh Bharat,3510380,2310879,2023-2024,Road Construction
Uttar Pradesh,Ghaziabad,Chhapraula,PMAY-G,4714483,4592364,2024-2025,Housing
Uttar Pradesh,Meerut,Kavi Nagar,Jal Jeevan Mission,1140902,943134,2022-2023,Sanitation
Uttar Pradesh,Ghaziabad,Behrampur,Swachh Bharat,1273360,228457,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Loni Dehat,MGNREGA,3029161,2479424,2024-2025,Sanitation
Uttar Pradesh,Noida,Dhaulana,Swachh Bharat,1046822,687378,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Garhmukteshwar,MGNREGA,2234097,711672,2023-2024,Livelihood
Uttar Pradesh,Noida,Chhapraula,Swachh Bharat,3339438,465610,2024-2025,Road Construction
Uttar Pradesh,Noida,Dadri,PMAY-G,4160111,1887372,2024-2025,Road Construction
Uttar Pradesh,Bulandshahr,Modinagar Rural,Swachh Bharat,1390700,254458,2023-2024,Livelihood
Uttar Pradesh,Noida,Sikandrabad,Jal Jeevan Mission,4679841,2529300,2023-2024,Housing
Uttar Pradesh,Bulandshahr,Loni Dehat,Swachh Bharat,2586606,2294370,2022-2023,Water Supply
Uttar Pradesh,Meerut,Dasna,NRLM,2004248,1605905,2024-2025,Sanitation
Uttar Pradesh,Noida,Modinagar Rural,MGNREGA,1613648,793475,2022-2023,Sanitation
Uttar Pradesh,Ghaziabad,Behrampur,PMAY-G,2006343,665853,2023-2024,Livelihood
Uttar Pradesh,Meerut,Bhojpur,MGNREGA,3433105,1832963,2022-2023,Water Supply
Uttar Pradesh,Ghaziabad,Muradnagar Village,Jal Jeevan Mission,1006832,224207,2024-2025,Road Construction
Uttar Pradesh,Noida,Sikandrabad,MGNREGA,1278930,320761,2023-2024,Sanitation
Uttar Pradesh,Noida,Pilkhuwa,NRLM,1585592,1056143,2024-2025,Livelihood
Uttar Pradesh,Meerut,Sikandrabad,MGNREGA,4645165,2916705,2023-2024,Sanitation
Uttar Pradesh,Noida,Pilkhuwa,Jal Jeevan Mission,1217290,737042,2022-2023,Livelihood
Uttar Pradesh,Hapur,Dasna,Jal Jeevan Mission,1480367,667791,2022-2023,Housing
Uttar Pradesh,Noida,Dhaulana,MGNREGA,2295433,200733,2024-2025,Sanitation
Uttar Pradesh,Noida,Dhaulana,Swachh Bharat,4135338,2113833,2024-2025,Livelihood
Uttar Pradesh,Bulandshahr,Noorpur,Swachh Bharat,2409052,2073905,2022-2023,Livelihood
Uttar Pradesh,Ghaziabad,Dhaulana,NRLM,3842239,3565014,2023-2024,Water Supply
Uttar Pradesh,Ghaziabad,Dasna,MGNREGA,4686959,2875112,2022-2023,Water Supply
Uttar Pradesh,Hapur,Sikandrabad,NRLM,2825471,1814352,2023-2024,Sanitation
Uttar Pradesh,Meerut,Dhaulana,Swachh Bharat,887606,365881,2022-2023,Housing
Uttar Pradesh,Meerut,Chhapraula,Swachh Bharat,3628783,1063379,2023-2024,Road Construction
Uttar Pradesh,Meerut,Pilkhuwa,MGNREGA,1364876,1291650,2024-2025,Housing
Uttar Pradesh,Meerut,Chhapraula,PMAY-G,4023398,1964966,2023-2024,Livelihood
Uttar Pradesh,Meerut,Bhojpur,MGNREGA,1888391,1095214,2024-2025,Road Construction
Uttar Pradesh,Hapur,Sikandrabad,Jal Jeevan Mission,677703,635395,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Garhmukteshwar,Swachh Bharat,2738566,462120,2023-2024,Housing
Uttar Pradesh,Noida,Modinagar Rural,Jal Jeevan Mission,1044585,1034305,2024-2025,Housing
Uttar Pradesh,Bulandshahr,Sikandrabad,Swachh Bharat,1396383,1082868,2023-2024,Livelihood
Uttar Pradesh,Bulandshahr,Dasna,PMAY-G,2191419,1936071,2024-2025,Water Supply
Uttar Pradesh,Bulandshahr,Dadri,NRLM,2343914,2249364,2022-2023,Road Construction
Uttar Pradesh,Bulandshahr,Noorpur,PMAY-G,2571763,243048,2022-2023,Road Construction
Uttar Pradesh,Noida,Behrampur,Swachh Bharat,2345579,731771,2022-2023,Housing
Uttar Pradesh,Noida,Kavi Nagar,NRLM,1011074,411711,2022-2023,Livelihood
Uttar Pradesh,Ghaziabad,Loni Dehat,Jal Jeevan Mission,1696077,335406,2023-2024,Sanitation
Uttar Pradesh,Bulandshahr,Kavi Nagar,PMAY-G,3357221,2890106,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Khoda,Jal Jeevan Mission,2663043,1352378,2023-2024,Livelihood
Uttar Pradesh,Meerut,Bhojpur,Jal Jeevan Mission,806699,710608,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Sikandrabad,MGNREGA,2402005,1170833,2024-2025,Livelihood
Uttar Pradesh,Hapur,Dhaulana,Jal Jeevan Mission,2879542,1999261,2024-2025,Sanitation
Uttar Pradesh,Meerut,Sikandrabad,NRLM,4854229,2842315,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Behrampur,Jal Jeevan Mission,3005321,444200,2023-2024,Livelihood
Uttar Pradesh,Noida,Loni Dehat,MGNREGA,2841822,2710641,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Pilkhuwa,MGNREGA,3290231,3111766,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Loni Dehat,Swachh Bharat,4666392,4653747,2024-2025,Road Construction
Uttar Pradesh,Bulandshahr,Loni Dehat,PMAY-G,3443638,2249898,2022-2023,Livelihood
Uttar Pradesh,Hapur,Chhapraula,Swachh Bharat,1969949,1965329,2024-2025,Water Supply
Uttar Pradesh,Meerut,Loni Dehat,PMAY-G,1212040,1141722,2022-2023,Road Construction
Uttar Pradesh,Ghaziabad,Modinagar Rural,PMAY-G,4359065,3764395,2022-2023,Livelihood
Uttar Pradesh,Meerut,Dhaulana,Swachh Bharat,2831660,2808992,2024-2025,Livelihood
Uttar Pradesh,Meerut,Modinagar Rural,PMAY-G,4943509,3737305,2023-2024,Livelihood
Uttar Pradesh,Hapur,Muradnagar Village,MGNREGA,4777817,1758139,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Dadri,MGNREGA,4694059,2316970,2022-2023,Water Supply
Uttar Pradesh,Hapur,Garhmukteshwar,Swachh Bharat,1294334,1283382,2022-2023,Water Supply
Uttar Pradesh,Hapur,Dadri,PMAY-G,3850692,2425770,2024-2025,Sanitation
Uttar Pradesh,Noida,Dadri,Jal Jeevan Mission,4878245,552657,2024-2025,Water Supply
Uttar Pradesh,Hapur,Noorpur,PMAY-G,4680160,2274924,2022-2023,Housing
Uttar Pradesh,Noida,Muradnagar Village,Jal Jeevan Mission,1726510,914090,2024-2025,Livelihood
Uttar Pradesh,Bulandshahr,Garhmukteshwar,PMAY-G,4328205,3458220,2022-2023,Sanitation
Uttar Pradesh,Noida,Muradnagar Village,PMAY-G,3888320,382591,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Dasna,MGNREGA,2550048,2540587,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Muradnagar Village,MGNREGA,739498,311572,2022-2023,Sanitation
Uttar Pradesh,Ghaziabad,Bhojpur,PMAY-G,4264848,1514083,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Khoda,NRLM,4701345,2568337,2023-2024,Water Supply
Uttar Pradesh,Hapur,Sikandrabad,Swachh Bharat,2836697,2521578,2022-2023,Sanitation
Uttar Pradesh,Ghaziabad,Noorpur,NRLM,1781550,314012,2022-2023,Livelihood
Uttar Pradesh,Ghaziabad,Dasna,PMAY-G,2549822,1610892,2023-2024,Livelihood
Uttar Pradesh,Meerut,Muradnagar Village,MGNREGA,1589356,1063102,2022-2023,Livelihood
Uttar Pradesh,Ghaziabad,Khoda,PMAY-G,3138737,1125488,2022-2023,Livelihood
Uttar Pradesh,Meerut,Modinagar Rural,Jal Jeevan Mission,3980741,2122822,2024-2025,Road Construction
Uttar Pradesh,Ghaziabad,Dadri,MGNREGA,4873871,2921477,2022-2023,Livelihood
Uttar Pradesh,Bulandshahr,Behrampur,Jal Jeevan Mission,3800743,3260436,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Muradnagar Village,Jal Jeevan Mission,1452417,455554,2023-2024,Housing
Uttar Pradesh,Bulandshahr,Dhaulana,Swachh Bharat,2705735,665768,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Dasna,Swachh Bharat,3115264,2653922,2022-2023,Road Construction
Uttar Pradesh,Bulandshahr,Dadri,Jal Jeevan Mission,2585669,1230888,2024-2025,Housing
Uttar Pradesh,Hapur,Loni Dehat,Swachh Bharat,795863,702401,2023-2024,Housing
Uttar Pradesh,Meerut,Dadri,NRLM,2591585,2211913,2022-2023,Housing
Uttar Pradesh,Noida,Bhojpur,PMAY-G,1336422,1011283,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Bhojpur,Swachh Bharat,4783636,813530,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Bhojpur,PMAY-G,2077904,1731453,2022-2023,Housing
Uttar Pradesh,Meerut,Muradnagar Village,NRLM,2486646,478319,2022-2023,Water Supply
Uttar Pradesh,Meerut,Loni Dehat,MGNREGA,1223651,353752,2023-2024,Housing
Uttar Pradesh,Hapur,Dadri,NRLM,711677,241636,2023-2024,Water Supply
Uttar Pradesh,Ghaziabad,Bhojpur,PMAY-G,3950773,1134509,2024-2025,Livelihood
Uttar Pradesh,Noida,Loni Dehat,Swachh Bharat,2989468,2241385,2024-2025,Road Construction
Uttar Pradesh,Hapur,Bhojpur,Jal Jeevan Mission,826347,685269,2023-2024,Sanitation
Uttar Pradesh,Bulandshahr,Muradnagar Village,Swachh Bharat,1507372,514306,2023-2024,Road Construction
Uttar Pradesh,Meerut,Dasna,PMAY-G,1894590,1247284,2022-2023,Sanitation
Uttar Pradesh,Ghaziabad,Noorpur,Swachh Bharat,3049734,2798774,2022-2023,Road Construction
Uttar Pradesh,Bulandshahr,Pilkhuwa,Jal Jeevan Mission,776750,733804,2024-2025,Housing
Uttar Pradesh,Meerut,Noorpur,PMAY-G,4185661,2528743,2024-2025,Livelihood
Uttar Pradesh,Noida,Kavi Nagar,Swachh Bharat,1096201,268573,2023-2024,Livelihood
Uttar Pradesh,Hapur,Khoda,Jal Jeevan Mission,618398,562785,2023-2024,Housing
Uttar Pradesh,Meerut,Modinagar Rural,PMAY-G,4469634,1933852,2024-2025,Road Construction
Uttar Pradesh,Noida,Loni Dehat,MGNREGA,715837,545963,2023-2024,Livelihood
Uttar Pradesh,Meerut,Garhmukteshwar,Swachh Bharat,4372848,646825,2022-2023,Sanitation
Uttar Pradesh,Meerut,Khoda,PMAY-G,2105266,1985114,2024-2025,Livelihood
Uttar Pradesh,Noida,Muradnagar Village,NRLM,1299356,580592,2023-2024,Water Supply
Uttar Pradesh,Meerut,Kavi Nagar,Swachh Bharat,1764059,827213,2024-2025,Water Supply
Uttar Pradesh,Noida,Modinagar Rural,Swachh Bharat,2408011,862482,2023-2024,Sanitation
Uttar Pradesh,Bulandshahr,Loni Dehat,PMAY-G,2878226,702312,2022-2023,Sanitation
Uttar Pradesh,Ghaziabad,Sikandrabad,MGNREGA,1048587,794201,2022-2023,Road Construction
Uttar Pradesh,Bulandshahr,Dadri,Swachh Bharat,3996184,1117095,2022-2023,Water Supply
Uttar Pradesh,Meerut,Pilkhuwa,NRLM,1410279,1033372,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Bhojpur,Jal Jeevan Mission,4122740,556852,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Muradnagar Village,PMAY-G,3970103,1709453,2023-2024,Housing
Uttar Pradesh,Bulandshahr,Loni Dehat,NRLM,3432335,1776857,2023-2024,Sanitation
Uttar Pradesh,Bulandshahr,Dasna,NRLM,1208133,1117545,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Pilkhuwa,Swachh Bharat,3102748,2899617,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Sikandrabad,NRLM,3908422,2415218,2022-2023,Housing
Uttar Pradesh,Hapur,Sikandrabad,Jal Jeevan Mission,3687166,359495,2022-2023,Housing
Uttar Pradesh,Hapur,Behrampur,MGNREGA,2034921,935210,2022-2023,Livelihood
Uttar Pradesh,Hapur,Dadri,NRLM,3713094,2188771,2022-2023,Housing
Uttar Pradesh,Noida,Dasna,NRLM,2863584,902723,2023-2024,Livelihood
Uttar Pradesh,Bulandshahr,Behrampur,MGNREGA,1760483,1065917,2023-2024,Housing
Uttar Pradesh,Noida,Sikandrabad,NRLM,2602634,486847,2022-2023,Sanitation
Uttar Pradesh,Hapur,Pilkhuwa,PMAY-G,3314870,2456247,2023-2024,Sanitation
Uttar Pradesh,Noida,Sikandrabad,Jal Jeevan Mission,2655203,985870,2023-2024,Livelihood
Uttar Pradesh,Ghaziabad,Modinagar Rural,Jal Jeevan Mission,1848578,1666317,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Pilkhuwa,PMAY-G,2660773,1284208,2023-2024,Sanitation
Uttar Pradesh,Hapur,Pilkhuwa,PMAY-G,4999784,4544341,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Loni Dehat,NRLM,4798998,2393123,2024-2025,Livelihood
Uttar Pradesh,Meerut,Loni Dehat,MGNREGA,3266451,1748591,2022-2023,Housing
Uttar Pradesh,Noida,Dasna,NRLM,3487572,1074337,2024-2025,Road Construction
Uttar Pradesh,Meerut,Sikandrabad,NRLM,4089218,3316182,2024-2025,Livelihood
Uttar Pradesh,Noida,Kavi Nagar,Jal Jeevan Mission,1143000,854528,2022-2023,Road Construction
Uttar Pradesh,Ghaziabad,Modinagar Rural,Swachh Bharat,4835439,2877417,2023-2024,Livelihood
Uttar Pradesh,Hapur,Noorpur,Swachh Bharat,4924399,228583,2024-2025,Water Supply
Uttar Pradesh,Meerut,Bhojpur,Jal Jeevan Mission,4164710,2155331,2022-2023,Livelihood
Uttar Pradesh,Ghaziabad,Muradnagar Village,NRLM,936456,487308,2024-2025,Road Construction
Uttar Pradesh,Hapur,Bhojpur,MGNREGA,915503,529018,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Behrampur,PMAY-G,3927133,3866389,2022-2023,Sanitation
Uttar Pradesh,Hapur,Muradnagar Village,Jal Jeevan Mission,1156587,1086729,2023-2024,Water Supply
Uttar Pradesh,Ghaziabad,Dhaulana,PMAY-G,1651804,980924,2023-2024,Road Construction
Uttar Pradesh,Noida,Dadri,NRLM,585085,282759,2024-2025,Water Supply
Uttar Pradesh,Hapur,Modinagar Rural,MGNREGA,3447769,1821809,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Dhaulana,PMAY-G,3320981,1459185,2024-2025,Water Supply
Uttar Pradesh,Ghaziabad,Pilkhuwa,Swachh Bharat,1137912,875816,2023-2024,Road Construction
Uttar Pradesh,Hapur,Khoda,NRLM,3970393,598243,2023-2024,Road Construction
Uttar Pradesh,Noida,Pilkhuwa,NRLM,3512785,2599607,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Chhapraula,PMAY-G,3751815,2080763,2023-2024,Sanitation
Uttar Pradesh,Meerut,Dasna,NRLM,3255988,546371,2024-2025,Sanitation
Uttar Pradesh,Meerut,Modinagar Rural,MGNREGA,3027859,2061499,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Modinagar Rural,MGNREGA,4300004,389738,2022-2023,Road Construction
Uttar Pradesh,Ghaziabad,Modinagar Rural,PMAY-G,1348723,1343735,2024-2025,Water Supply
Uttar Pradesh,Meerut,Loni Dehat,NRLM,2933207,1943696,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Bhojpur,Swachh Bharat,3739614,328859,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Bhojpur,MGNREGA,1668633,1295659,2022-2023,Water Supply
Uttar Pradesh,Ghaziabad,Dasna,Jal Jeevan Mission,4207310,2835588,2022-2023,Housing
Uttar Pradesh,Meerut,Bhojpur,Swachh Bharat,3762081,524028,2024-2025,Road Construction
Uttar Pradesh,Noida,Loni Dehat,Swachh Bharat,642396,245252,2023-2024,Sanitation
Uttar Pradesh,Hapur,Kavi Nagar,Swachh Bharat,2940588,892726,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Bhojpur,PMAY-G,1727620,876783,2024-2025,Water Supply
Uttar Pradesh,Ghaziabad,Pilkhuwa,NRLM,898815,672400,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Bhojpur,Jal Jeevan Mission,4618568,2759592,2024-2025,Road Construction
Uttar Pradesh,Hapur,Garhmukteshwar,Swachh Bharat,4313309,943090,2023-2024,Livelihood
Uttar Pradesh,Ghaziabad,Muradnagar Village,Jal Jeevan Mission,1875611,1127666,2023-2024,Road Construction
Uttar Pradesh,Meerut,Dadri,NRLM,4062809,2267358,2023-2024,Livelihood
Uttar Pradesh,Noida,Modinagar Rural,NRLM,735103,273959,2024-2025,Livelihood
Uttar Pradesh,Bulandshahr,Sikandrabad,Swachh Bharat,3571030,3455784,2023-2024,Housing
Uttar Pradesh,Bulandshahr,Dhaulana,PMAY-G,3893474,3685929,2023-2024,Livelihood
Uttar Pradesh,Ghaziabad,Sikandrabad,MGNREGA,3627421,3409664,2024-2025,Road Construction
Uttar Pradesh,Bulandshahr,Modinagar Rural,MGNREGA,3427326,2953035,2024-2025,Road Construction
Uttar Pradesh,Hapur,Modinagar Rural,PMAY-G,2120507,1776153,2022-2023,Housing
Uttar Pradesh,Hapur,Modinagar Rural,PMAY-G,1390855,347715,2024-2025,Sanitation
Uttar Pradesh,Noida,Muradnagar Village,NRLM,2988963,703970,2024-2025,Road Construction
Uttar Pradesh,Bulandshahr,Dadri,PMAY-G,4213289,2568644,2023-2024,Sanitation
Uttar Pradesh,Hapur,Muradnagar Village,Jal Jeevan Mission,4177212,2040506,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Kavi Nagar,Jal Jeevan Mission,4761749,1667933,2024-2025,Livelihood
Uttar Pradesh,Meerut,Khoda,PMAY-G,4983455,3815546,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Muradnagar Village,Jal Jeevan Mission,3672890,3141205,2024-2025,Housing
Uttar Pradesh,Hapur,Behrampur,MGNREGA,2279730,1396613,2024-2025,Water Supply
Uttar Pradesh,Ghaziabad,Dhaulana,MGNREGA,3845668,2775819,2022-2023,Road Construction
Uttar Pradesh,Bulandshahr,Kavi Nagar,PMAY-G,3275215,673919,2023-2024,Housing
Uttar Pradesh,Meerut,Dhaulana,PMAY-G,2380538,2099952,2024-2025,Road Construction
Uttar Pradesh,Hapur,Modinagar Rural,Swachh Bharat,2647891,2426347,2024-2025,Livelihood
Uttar Pradesh,Bulandshahr,Bhojpur,MGNREGA,4400446,2905262,2022-2023,Road Construction
Uttar Pradesh,Ghaziabad,Behrampur,MGNREGA,4537337,872657,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Behrampur,Jal Jeevan Mission,1490306,643009,2024-2025,Road Construction
Uttar Pradesh,Meerut,Bhojpur,MGNREGA,2080356,750989,2024-2025,Water Supply
Uttar Pradesh,Meerut,Loni Dehat,MGNREGA,1309133,1179850,2024-2025,Sanitation
Uttar Pradesh,Hapur,Dasna,NRLM,3825768,1505430,2024-2025,Water Supply
Uttar Pradesh,Noida,Loni Dehat,PMAY-G,3828594,2898960,2023-2024,Water Supply
Uttar Pradesh,Meerut,Behrampur,PMAY-G,1792328,339647,2022-2023,Road Construction
Uttar Pradesh,Meerut,Bhojpur,Swachh Bharat,1478030,810553,2023-2024,Water Supply
Uttar Pradesh,Meerut,Noorpur,Jal Jeevan Mission,3689421,420365,2022-2023,Sanitation
Uttar Pradesh,Noida,Muradnagar Village,Jal Jeevan Mission,2764793,1808431,2024-2025,Housing
Uttar Pradesh,Hapur,Sikandrabad,Swachh Bharat,532643,258822,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Garhmukteshwar,PMAY-G,2434560,1444120,2023-2024,Water Supply
Uttar Pradesh,Ghaziabad,Modinagar Rural,MGNREGA,2430679,1240712,2022-2023,Water Supply
Uttar Pradesh,Hapur,Dasna,Jal Jeevan Mission,1228960,1008149,2023-2024,Housing
Uttar Pradesh,Meerut,Dadri,NRLM,4831340,3719243,2023-2024,Road Construction
Uttar Pradesh,Ghaziabad,Bhojpur,Jal Jeevan Mission,1224925,693539,2024-2025,Road Construction
Uttar Pradesh,Meerut,Noorpur,NRLM,2216623,2068808,2024-2025,Road Construction
Uttar Pradesh,Hapur,Bhojpur,MGNREGA,4540922,1237594,2022-2023,Housing
Uttar Pradesh,Meerut,Dadri,NRLM,3263891,303759,2023-2024,Housing
Uttar Pradesh,Bulandshahr,Chhapraula,MGNREGA,561439,371196,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Noorpur,Jal Jeevan Mission,4573351,1064519,2022-2023,Livelihood
